"","AGENCY.CODE","LABM.CODE","LABP.CODE","LABMT.CODE","LABM.NAME","LABM.SHORT.NAME","LABM.REF","LABM.MASK","LABM.UNITS","LABM.LOW.VALUE","LABM.HIGH.VALUE"
"705",999,"6H1_HOC","ORGANIC_CARBON_FRACT","6.043","Humic organic carbon","Humic Org C","Baldock et al. 2013","","%",NA,NA
"706",999,"6H1_POC","ORGANIC_CARBON_FRACT","6.042","Particulate organic carbon","Particulate Org C","Baldock et al. 2013","","%",NA,NA
"707",999,"6H1_ROC","ORGANIC_CARBON_FRACT","6.044","Resistant organic carbon","Resistant Org C","Baldock et al. 2013","","%",NA,NA
"708",551,"15E1mod_MN","EXCH_MN","15.0492","Exchangeable Mn - by compulsive exchange, no pretreatment for soluble salts, mod ASLSH Vol 3","Exch. Mn++","WA CHEMCENTRE S21-22","","cmolc/kg",NA,NA
"709",551,"15E2mod_MN","EXCH_MN","15.0592","Exchangeable Mn - by compulsive exchange, pretreatment for soluble salts, mod ASLSH Vol 3","Exch. Mn++","WA CHEMCENTRE S21-22","","cmolc/kg",NA,NA
"710",999,"15_NR_BSP","BSP","15.15","Base saturation percentage (BSP)","BSP","NR","","%",NA,NA
"711",999,"15_NR_ESP","ESP","15.17","Exchangeable sodium percentage (ESP)","ESP","NR","","%",NA,NA
"712",999,"18_NR_K","POTASSIUM","18.01","Bicarbonate-extractable potassium","Extractable K","NR","","mg/kg",NA,NA
"713",999,"15M1_CMR","CATION_RATIO","15.16","Calcium to magnesium ratio","Ca:Mg","ASLSH Vol 3","","",NA,NA
"714",999,"10_HCL","SULFUR","10.001","Total element - S(%) - By boiling HCl","Total S (HCl)","","","",NA,NA
"715",999,"10_HCLP2O5","SULFUR","10.002","Total element - S(%) - By boiling HCl(P205)","Total S (HCl-P205)","","","",NA,NA
"716",999,"10A_HF+","SULFUR","10.012","Total element - S(%) - HF/HCl04 Digest","Total S (HF/HC104)","","","",NA,NA
"717",999,"10A1_P205","SULFUR","10.011","Total element - S(%) - By X-Ray Fluoresence (P205)","Total S (XRF)","","","",NA,NA
"718",999,"10C2","SULFUR","10.04","0.25M KCl at 40 degrees celcius","Extractable S","","","",NA,NA
"719",999,"15_UB_CA","EXCH_BASES_CA","15.001","Exch. basic cations (Ca++) - meq per 100g of soil - 1M Ammonium Chloride Un-buffered","Un-buffered Ca++","","","",NA,NA
"720",999,"15_UB_CEC","EXCH_BASES_CEC","15.00","CEC - meq per 100g of soil - 1M Ammonium Chloride Un-buffered","Un-buffered CEC","","","",NA,NA
"721",999,"15_UB_K","EXCH_BASES_K","15.003","Exch. basic cations (K++) - meq per 100g of soil - 1M Ammonium Chloride Un-buffered","Un-buffered K++","","","",NA,NA
"722",999,"15_UB_MG","EXCH_BASES_MG","15.002","Exch. basic cations (Mg++) - meq per 100g of soil - 1M Ammonium Chloride Un-buffered","Un-buffered Mg++","","","",NA,NA
"723",999,"15_UB_NA","EXCH_BASES_NA","15.004","Exch. basic cations (Na++) - meq per 100g of soil - 1M Ammonium Chloride Un-buffered","Un-buffered Na++","","","",NA,NA
"724",999,"15G_C_H2","EXCH_H","15.091","Exchangeable hydrogen  - meq per 100g of soil - Hydrogen By lime water, P-nitrophenol buffer at pH 7.0","Exch. acidity (H+Al)","","","",NA,NA
"725",999,"15J_BASESS","EXCH_BASES_SUM","15.070","Sum of bases - 1M ammonium chloride at pH 7.0, no pretreatment for soluble salt, using leaching columns","Sum of Bases","","","",NA,NA
"726",999,"15J_CEC","CEC","15.171","Sum of Cations","Sum of Cations","","","",NA,NA
"727",999,"17_HCLP205","POTASSIUM","17.012","Total element - K(%) - By boiling HCl(P2O5)","Total K","","","",NA,NA
"728",999,"17A_HCL","POTASSIUM","17.011","Total element - K(%) - By boiling HCl","Total K","","","",NA,NA
"729",999,"17A1_P2O5","POTASSIUM","17.013","Total element - K(%) - By X-Ray Fluoresence (P2O5)","Total K","","","",NA,NA
"730",999,"4B_C_2","PH","4.021","pH of soil - pH of 1:2.5 Soil/0.1M CaCl2 suspension","pH Soil/CaCl2","","","",NA,NA
"731",999,"7D1","NITRATE","7.12","CaSO4 extractable nitrate. O'Brien and Fiore (1962)","CaSO4 Extr. NO3","","","",NA,NA
"732",999,"9A1_P2O5","PHOSPHORUS","9.013","Total element - P(%) - By X-Ray Fluoresence (P2O5)","Total P","","","",NA,NA
"733",304,"10Z1","","","4M HCL extr. ICP finish","HCl Extr S","","","",0,0
"734",304,"12C3","","","Water extract, ICP","Water Extr B","","","",0,0
"735",304,"14D1_BiCar","","","Bicarbonate/SE - potentiometric titration","Bicarb/SE - titratio","","","",0,0
"736",304,"14D1_Carb","","","Carbonate/SE - potentiometric titration","Carb/SE - titration","","","",0,0
"737",304,"14D2_BiCar","","","Bicarbonate/SE  - indicator method","BiCarb/SE - indicato","","","",0,0
"738",304,"14D2_Carb","","","Carbonate/SE - indicator method","Carb/SE - indicator","","","",0,0
"739",304,"20C7a","","","Total Oxidisable Sulfur by Br-Nitric ox and turbidmetric, SO4","TOS  Br-Nitric ox-Tu","","","",0,0
"740",304,"20C7b","","","Total Oxidisable Sulfur by Br-Nitric ox and Gravimetric, SO4","TOS  Br-Nitric ox-Gr","","","",0,0
"741",304,"20C7c","","","Total Oxidisable Sulfur by Br-Nitric ox and Auto colour, SO4","TOS  Br-Nitric ox-Au","","","",0,0
"742",304,"20C7d","","","Total Oxidisable Sulfur by Br-Nitric ox and Ion chromo, SO4","TOS  Br-Nitric ox-Io","","","",0,0
"743",304,"20C7e","","","Total Oxidisable Sulfur by Br-Nitric ox and ICPAES, S","TOS  Br-Nitric ox-IC","","","",0,0
"744",304,"20C7f","","","Total Oxidisable Sulfur by Br-Nitric ox and Auto turbidmetric, SO4","TOS  Br-Nitric ox-Au","","","",0,0
"745",304,"20C7g","","","Total Oxidisable Sulfur by Br-Nitric ox and Indirect Ba by AAS, SO4","TOS  Br-Nitric ox-In","","","",0,0
"746",304,"20D1","","","Total oxidisable sulfur prewash 4M HCl and H2O - XRF","TOS prewash - XRF","","","",0,0
"747",304,"20D2","","","Total oxidisable sulfur prewash 4M HCl and H2O - Leco","TOS prewash - Leco","","","",0,0
"748",304,"20D3","","","Total oxidisable sulfur prewash 4M HCl and H2O - Combustion, titration end point","TOS prewash - comb, ","","","",0,0
"749",304,"20D4","","","Total oxidisable sulfur prewash 4M HCl and H2O - Combustion, dry ashing NaCO3, AgBr","TOS prewash - comb, ","","","",0,0
"750",304,"20D5","","","Total oxidisable sulfur prewash 4M HCl and H2O - Alkaline Na hypobromite oxidation + reduction hydroiodic acid reduction","TOS prewash - alk Na","","","",0,0
"751",304,"20D6","","","Total oxidisable sulfur prewash 4M HCl and H2O - Acid oxidation using nitric, perchloric, phosphoric, hydrochloric acids","TOS prewash - acid o","","","",0,0
"752",304,"21A","","","pH of filtered 1:20 1M KCl extract, overnight shake (TAA)","pH 1M KCl","","","",0,0
"753",304,"21Af","","","pH done in field on saturated soil sample using pH probe","pH field - probe","","","",0,0
"754",304,"21B","","","pH of filtered 1:20 1M KCl after peroxide digestion","pH 1M KCl after pero","","","",0,0
"755",304,"21Bf","","","pH done in field of 30% peroxide reaction","pH field - 30% perox","","","",0,0
"756",304,"21Ca","","","KCL extractable S - sulfate, turbidmetric","KCL extr S - SO4, tu","","","",0,0
"757",304,"21Cb","","","KCL extractable S - sulfate, gravimetric","KCL extr S - SO4, gr","","","",0,0
"758",304,"21Cc","","","KCL extractable S - sulfate, automated colour","KCL extr S - SO4, au","","","",0,0
"759",304,"21Cd","","","KCL extractable S - sulfate, ion chromatography","KCL extr S - SO4, io","","","",0,0
"760",304,"21Ce","","","KCL extractable S - sulfur, ICPAES","KCL extr S - S, ICPA","","","",0,0
"761",304,"21Cf","","","KCL extractable S - sulfate, automated turbidmetric","KCL extr S - SO4, au","","","",0,0
"762",304,"21Cg","","","KCL extractable S - sulfate, indirect, barium remaining by AAS","KCL extr S - SO4, in","","","",0,0
"763",304,"21Ch","","","KCL extractable S - calcium, ICPAES","KCL extr S - Ca, ICP","","","",0,0
"764",304,"21Cj","","","KCL extractable S - calcium, atomic absorption (AAS)","KCL extr S - Ca, AAS","","","",0,0
"765",304,"21Ck","","","KCL extractable S - calcium, titration EDTA","KCL extr S - Ca, EDT","","","",0,0
"766",304,"21Cm","","","KCL extractable S - magnesium, ICPAES","KCL extr S - Mg, ICP","","","",0,0
"767",304,"21Cn","","","KCL extractable S - magnesium, atomic absorption (AAS)","KCL extr S - Mg, AAS","","","",0,0
"768",304,"21Cp","","","KCL extractable S - magnesium, titration EDTA","KCL extr S - Mg, EDT","","","",0,0
"769",304,"21Cs","","","KCL extractable S - sodium, ICPAES","KCL extr S - Na, ICP","","","",0,0
"770",304,"21Ct","","","KCL extractable S - sodium, atomic absorption (AAS)","KCL extr S - Na, AAS","","","",0,0
"771",304,"21Cu","","","KCL extractable S - sodium, flame emission","KCL extr S - Na, fla","","","",0,0
"772",304,"21D","","","Peroxide sulfur after peroxide digestion","Peroxide S after dig","","","",0,0
"773",304,"21De","","","1M KCL,1:20,after ox.,ICP","1M KCL,1:20,after ox","","","",0,0
"774",304,"21E","","","Peroxide oxidisable S - 21D minus 21C","Peroxide oxidisable ","","","",0,0
"775",551,"15C1mod_CA","EXCH_BASES_CA","15.0312","Exchangeable bases (Ca2+,Mg2+,Na+,K+) - alcoholic 1M ammonium chloride at pH 8.5, pretreatment for soluble salts, mod ASLSH Vol 3","Exch. Ca++","WA CHEMCENTRE","","cmolc/kg",NA,NA
"776",551,"15C1mod_NA","EXCH_BASES_NA","15.0342","Exchangeable bases and CEC - alcoholic 1M ammonium chloride at pH 8.5, pretreatment for soluble salts, mod ASLSH Vol 3","Exch. Na+","WA CHEMCENTRE","","cmolc/kg",NA,NA
"777",551,"15C1mod_K","EXCH_BASES_K","15.0332","Exchangeable bases and CEC - alcoholic 1M ammonium chloride at pH 8.5, pretreatment for soluble salts, mod ASLSH Vol 3","Exch. K+","WA CHEMCENTRE","","cmolc/kg",NA,NA
"778",551,"15C1mod_MG","EXCH_BASES_MG","15.0322","Exchangeable bases and CEC - alcoholic 1M ammonium chloride at pH 8.5, pretreatment for soluble salts, mod ASLSH Vol 3","Exch. Mg++","WA CHEMCENTRE","","cmolc/kg",NA,NA
"779",551,"7C_1MKCl","MIN_NITROGEN","7.032","Mineral nitrogen with 1M KCl -automated colour, (Best EK (1976) Qld. J. Agr. & An. Sc., 33: 161-166, mod ASLSH SCM)","Mineral nitrogen","WA CHEMCENTRE S11","","mg/kg",NA,NA
"780",551,"18A1mod","POTASSIUM","18.01","Bicarbonate-extractable potassium modified ASLSH Vol3 18A1 with soil:solution 1:20","Extractable K","WA CHEMCENTRE S12","","mg/kg",NA,NA
"781",551,"9H_WA","PHOSPHORUS","9.082","Phosphate retention % - Allen, D.G. and Jeffery, R.C. (1990) Methods for Analysis of Phosphorus in Western Australian Soils. Chemistry Centre (WA) Report of Investigation No 37.","P retention","WA CHEMCENTRE S15","","%",NA,NA
"782",551,"18_WA","AL","18.24","Calcium chloride-extractable aluminium (Catechol violet colorimetric finish)","Extractable Al","WA CHEMCENTRE S18","","mg/kg",NA,NA
"783",551,"15E1mod_K","EXCH_BASES_K","15.0432","Exchangeable bases, CEC and AEC by compulsive exchange, no pretreatment for soluble salts, mod ASLSH SCM","Exch. K+","WA CHEMCENTRE S21-22","","cmolc/kg",NA,NA
"784",551,"15E2mod_NA","EXCH_BASES_NA","15.0542","Exchangeable bases, CEC and AEC by compulsive exchange, no treatment for soluble salts, mod mod ASLSH SCM","Exch. Na+","WA CHEMCENTRE S21-22","","cmolc/kg",NA,NA
"785",551,"15E2mod_MG","EXCH_BASES_MG","15.0522","Exchangeable bases (Ca2+,Mg2+,Na+,K+) by compulsive exchange, pretreatment for soluble salts, mod mod ASLSH SCM","Exch. Mg++","WA CHEMCENTRE S21-22","","cmolc/kg",NA,NA
"786",551,"15E2mod_K","EXCH_BASES_K","15.0532","Exchangeable bases, CEC and AEC by compulsive exchange, pretreatment for soluble salts, mod mod ASLSH SCM","Exch. K+","WA CHEMCENTRE S21-22","","cmolc/kg",NA,NA
"787",551,"15E2mod_CA","EXCH_BASES_CA","15.0512","Exchangeable bases (Ca2+,Mg2+,Na+,K+) by compulsive exchange, pretreatment for soluble salts, mod ASLSH SCM","Exch. Ca++","WA CHEMCENTRE S21-22","","cmolc/kg",NA,NA
"788",551,"15E2mod_AL","EXCH_AL","15.0572","Exchangeable Al - by compulsive exchange, pretreatment for soluble salts, mod ASLSH Vol 3","Exch. Al+++","WA CHEMCENTRE S21-22","","cmolc/kg",NA,NA
"789",551,"15E1mod_MG","EXCH_BASES_MG","15.0422","Exchangeable bases, CEC and AEC by compulsive exchange, no pretreatment for soluble salts, mod ASLSH SCM","Exch. Mg++","WA CHEMCENTRE S21-22","","cmolc/kg",NA,NA
"790",551,"15E1mod_CA","EXCH_BASES_CA","15.0412","Exchangeable bases (Ca2+,Mg2+,Na+,K+) by compulsive exchange, no pretreatment for soluble salts, mod ASLSH SCM","Exch. Ca++","WA CHEMCENTRE S21-22","","cmolc/kg",NA,NA
"791",551,"15E1mod_AL","EXCH_AL","15.0472","Exchangeable Al - by compulsive exchange, no pretreatment for soluble salts, mod ASLSH Vol 3","Exch. Al+++","WA CHEMCENTRE S21-22","","cmolc/kg",NA,NA
"792",551,"15E1mod_NA","EXCH_BASES_NA","15.0442","Exchangeable bases, CEC and AEC by compulsive exchange, no pretreatment for soluble salts, mod ASLSH Vol 3","Exch. Na+","WA CHEMCENTRE S21-22","","cmolc/kg",NA,NA
"793",551,"13A_WA_FE","FE","13.0112","Oxalate-extractable iron, mod ASLSH SCM (extraction time, temp & ratio)","Extractable Fe","WA CHEMCENTRE S29","","%",NA,NA
"794",551,"13A_WA_AL","AL","13.0122","Oxalate-extractable aluminium, mod ASLSH SCM (extraction time, temp & ratio)","Extractable Al","WA CHEMCENTRE S29","","%",NA,NA
"795",551,"19F1","CARBONATES","19.01","Carbonates - HF induction furnace, IR, by difference after acid pretreatment, (modified 6B ASLSH SCM)","Carbonates","WA CHEMCENTRE S57","","%",NA,NA
"796",499,"12_C4","B","12.03","0.01M CaCl2 0.05 M mannitol extractable boron - ICPAES","Extractable B","Cartwright B, Tiller, KG, Zarcinas BA, Spouncer LR. (1983) The Chemical Assessment
of the Boron Status of Soils Aust. J. Soil Res., 21, 321-32","","mg/kg",NA,NA
"797",499,"15J2_MCLW","ECEC","15.13","Effective CEC MIR-PLSR Calibration not recorded","ECEC - MIR","CSIRO","","cmolc/kg",NA,NA
"798",499,"18H_AL","AL","18.24","Aluminium in 1:2 soil/0.01M CaCl2 extract","Extractable Al","Hoyt, P. B. and Nyborg, M. (1971)-Toxic metals in acid soil. 1. Estimation of plant available aluminium. Proc. Soil Sci Soc. Am. 35 : 236-240.","","mg/kg",NA,NA
"799",499,"18H_MN","MN","18.25","Manganese in 1:2 soil/0.01M CaCl2 extract","Extractable Mn","Hoyt, P. B. and Nyborg, M. (1971)-Toxic metals in acid soil. 2. Estimation of plant available manganese. Proc. Soil Sci Soc. Am. 35 : 241-244.","","mg/kg",NA,NA
"800",499,"4A1_MCLW","PH","4.01","pH of 1:5 soil/water suspension MIR-PLSR Calibration not recorded","pH Soil/water - MIR","CSIRO","99.99","",NA,NA
"801",499,"4B5_MCLW","PH","4.02","pH of 1:5 soil/0.01M CaCl2 extract MIR-PLSR Calibration not recorded","pH Soil/CaCl2 - MIR","CSIRO","99.99","",NA,NA
"802",999,"6B3b","ORGANIC_CARBON","6.02","Total organic carbon - high frequency induction furnace, infrared corrected for Inorg C (19B2)","Organic carbon","ASLSH SCM","","%",NA,NA
"803",499,"6B4_0_30","ORGANIC_CARBON","6.04","Total organic carbon density 0–0.3 m by the sum of layers corr for rock cover","Org C (0-0.3m)","CSIRO","","t/ha",NA,NA
"804",499,"6B4_30_100","ORGANIC_CARBON","6.04","Total organic carbon density 0.3–1.0 m by the sum of layers corr for rock cover","Org C (0.3-1.0m)","CSIRO","","t/ha",NA,NA
"805",499,"6H3","ORGANIC_CARBON","6.04","Char carbon by MIR-PLSR","Char C - MIR","Janik et al. 2007. The prediction of soil carbon fractions using mid-infrared-partial least square analysis , AJSR, 45, 73–81","","%",NA,NA
"806",499,"6H3_0_30","ORGANIC_CARBON","6.04","Char carbon density 0–0.3m by the sum of layers corr for rock cover","Char C (0-0.3m)","CSIRO","","t/ha",NA,NA
"807",499,"6H3_30_100","ORGANIC_CARBON","6.04","Char carbon density 0.3–1.0m by the sum of layers corr for rock cover","Char C (0.3-1.0m)","CSIRO","","t/ha",NA,NA
"808",499,"7A6b_MCLW","NITROGEN","7.01","Total nitrogen - MIR-PLSR Calibration not recorded","Total nitrogen - MIR","CSIRO","","%",NA,NA
"809",499,"P10_C_MCLW","PSA","P10.03","Clay - MIR-PLSR Calibration not recorded","Clay - MIR","CSIRO","","%",NA,NA
"810",499,"P10_S_MCLW","PSA","P10.015","Sand - MIR-PLSR Calibration not recorded","Sand - MIR","CSIRO","","%",NA,NA
"811",499,"P10_Z_MCLW","PSA","P10.02","Silt - MIR-PLSR Calibration not recorded","Silt - MIR","CSIRO","","%",NA,NA
"812",499,"P3A_CLW","DENSITY","P3.01","Bulk density – Pedotransfer function based on C content ","Bulk density-Calc","CSIRO","","g/cm3",NA,NA
"813",499,"TE_MIR_AL2O3","TOTAL_ELEMENTS","TE.057","Total Element Al2O3- MIR-PLSR Calibration not recorded","Total Al2O3 - MIR","CSIRO","","%",NA,NA
"814",499,"TE_MIR_FE2O3","TOTAL_ELEMENTS","TE.058","Total Element Fe2O3- MIR-PLSR Calibration not recorded","Total Fe2O3 - MIR","CSIRO","","%",NA,NA
"815",499,"TE_MIR_SI02","TOTAL_ELEMENTS","TE.055","Total Element SiO2 - MIR-PLSR Calibration not recorded","Total SiO2 - MIR","CSIRO","","%",NA,NA
"816",999,"XRD_C_Vrm","CLAY_MINERAL","XRD","Vermiculte- X-Ray Diffraction","Vermiculte","CSIRO","","%",NA,NA
"817",999,"XRD_C_Zeo","CLAY_MINERAL","XRD","Zeolite- X-Ray Diffraction","Zeolite","CSIRO","","%",NA,NA
"818",999,"XRD_C_Zrn","CLAY_MINERAL","XRD","Zircon- X-Ray Diffraction","Zircon","CSIRO","","%",NA,NA
"819",999,"7E1a","AMMONIUM-N","7.032","Mineral nitrogen with 0.5M K2SO4 - 1:4 soil:solution ratio, 1h extraction","Mineral nitrogen","Keeney DR, Bremner JM 1966. Agronomy Journal, 58(5), 498-503","","mg/kg",NA,NA
"820",999,"7E1b","NITRATE-N","7.032","Mineral nitrogen with 0.5M K2SO4 - 1:4 soil:solution ratio, 1h extraction","Mineral nitrogen","Keeney DR, Bremner JM 1966. Agronomy Journal, 58(5), 498-503","","mg/kg",NA,NA
"821",999,"9B","PHOSPHORUS","9.02","Bicarbonate-extractable P (Colwell-P) - colour method not recorded","Extractable P","ASLH SCM","","mg/kg",NA,NA
"822",999,"XRD_C_Bm","CLAY_MINERAL","XRD","Boehmite - X-Ray Diffraction","Boehmite","CSIRO","","",NA,NA
"823",999,"XRD_C_Ch","CLAY_MINERAL","XRD","Chlorite - X-Ray Diffraction","Chlorite","CSIRO","","",NA,NA
"824",999,"XRD_C_Ct","CLAY_MINERAL","XRD","Calcite - X-Ray Diffraction","Calcite","CSIRO","","",NA,NA
"825",999,"XRD_C_Dr","CLAY_MINERAL","XRD","Dravite - X-Ray Diffraction","Dravite","CSIRO","","",NA,NA
"826",999,"XRD_C_Dt","CLAY_MINERAL","XRD","Dolomite - X-Ray Diffraction","Dolomite","CSIRO","","",NA,NA
"827",999,"XRD_C_Fd","CLAY_MINERAL","XRD","Feldspar - X-Ray Diffraction","Feldspar","CSIRO","","",NA,NA
"828",999,"XRD_C_Gb","CLAY_MINERAL","XRD","Gibbsite - X-Ray Diffraction","Gibbsite","CSIRO","","",NA,NA
"829",999,"XRD_C_Gl","CLAY_MINERAL","XRD","Glauconite - X-Ray Diffraction","Glauconite","CSIRO","","",NA,NA
"830",999,"XRD_C_Gt","CLAY_MINERAL","XRD","Geothite - X-Ray Diffraction","Geothite","CSIRO","","",NA,NA
"831",999,"XRD_C_Gy","CLAY_MINERAL","XRD","Gypsum - X-Ray Diffraction","Gypsum","CSIRO","","",NA,NA
"832",999,"XRD_C_Hm","CLAY_MINERAL","XRD","Hematite - X-Ray Diffraction","Hematite","CSIRO","","",NA,NA
"833",999,"XRD_C_Il","CLAY_MINERAL","XRD","Illite - X-Ray Diffraction","Illite","CSIRO","","",NA,NA
"834",999,"XRD_C_Im","CLAY_MINERAL","XRD","Ilmenite - X-Ray Diffraction","Ilmenite","CSIRO","","",NA,NA
"835",999,"XRD_C_Jr","CLAY_MINERAL","XRD","Jarosite - X-Ray Diffraction","Jarosite","CSIRO","","",NA,NA
"836",999,"XRD_C_Kt","CLAY_MINERAL","XRD","Kaolinite - X-Ray Diffraction","Kaolinite","CSIRO","","",NA,NA
"837",999,"XRD_C_Mh","CLAY_MINERAL","XRD","Meghemite - X-Ray Diffraction","Meghemite","CSIRO","","",NA,NA
"838",999,"XRD_C_Mi","CLAY_MINERAL","XRD","Mica - X-Ray Diffraction","Mica","CSIRO","","",NA,NA
"839",999,"XRD_C_Mm","CLAY_MINERAL","XRD","Montmorillonite - X-Ray Diffraction","Montmorillonite","CSIRO","","",NA,NA
"840",999,"XRD_C_Mt","CLAY_MINERAL","XRD","Magnetite - X-Ray Diffraction","Magnetite","CSIRO","","",NA,NA
"841",999,"XRD_C_Mu","CLAY_MINERAL","XRD","Muscovite - X-Ray Diffraction","Muscovite","CSIRO","","",NA,NA
"842",999,"XRD_C_Mz","CLAY_MINERAL","XRD","Monozite - X-Ray Diffraction","Monozite","CSIRO","","",NA,NA
"843",999,"XRD_C_Pg","CLAY_MINERAL","XRD","Plagioclase - X-Ray Diffraction","Plagioclase","CSIRO","","",NA,NA
"844",999,"XRD_C_Pk","CLAY_MINERAL","XRD","Palygorskite - X-Ray Diffraction","Palygorskite","CSIRO","","",NA,NA
"845",999,"XRD_C_Pp","CLAY_MINERAL","XRD","Phlogopite - X-Ray Diffraction","Phlogopite","CSIRO","","",NA,NA
"846",999,"XRD_C_Py","CLAY_MINERAL","XRD","Pyrophyllite - X-Ray Diffraction","Pyrophyllite","CSIRO","","",NA,NA
"847",999,"XRD_C_Sl","CLAY_MINERAL","XRD","Saponite - X-Ray Diffraction","Saponite","CSIRO","","",NA,NA
"848",999,"XRD_C_Sp","CLAY_MINERAL","XRD","Saponite - X-Ray Diffraction","Saponite","CSIRO","","",NA,NA
"849",999,"XRD_C_St","CLAY_MINERAL","XRD","Smectite - X-Ray Diffraction","Smectite","CSIRO","","",NA,NA
"850",999,"XRD_C_Tr","CLAY_MINERAL","XRD","Tridymite - X-Ray Diffraction","Tridymite","CSIRO","","",NA,NA
"851",999,"XRD_C_Vm","CLAY_MINERAL","XRD","Vermiculte - X-Ray Diffraction","Vermiculte","CSIRO","","",NA,NA
"852",999,"XRD_C_Zi","CLAY_MINERAL","XRD","Zircon - X-Ray Diffraction","Zircon","CSIRO","","",NA,NA
"853",999,"XRD_C_Zt","CLAY_MINERAL","XRD","Zeolite - X-Ray Diffraction","Zeolite","CSIRO","","",NA,NA
"854",251,"13D3","SI","13.041","CaCl2 extractable soil silicon - automated colour","Extractable Si","""Haysom MBC, Chapman LS. 1975. Proc. Qld. Soc. Sugar Cane Technol. 42, 117-122""","","mg/kg",NA,NA
"855",999,"15D3_CEC","EXCH_BASES_CEC","15.00","CEC - 1M ammonium acetate at pH 7.0, rapid method with no pretreatment for soluble salts","CEC","ASLSH SCM","","cmolc/kg",NA,NA
"856",999,"15M1_K/Mg","CATION_RATIO","15.16","Cation ratio - K/Mg","K/Mg","ALSH SCM","","%",NA,NA
"857",999,"15M1AlCEC","CATION_RATIO","15.16","Cation ratio - Al/CEC","Al/CEC","ALSH SCM","","%",NA,NA
"858",999,"15M1AlECEC","CATION_RATIO","15.16","Cation ratio - Al/(Ca+Mg+K+Na+Al)","Al/ECEC","ALSH SCM","","%",NA,NA
"859",999,"15M1CaCEC","CATION_RATIO","15.16","Cation ratio - Ca/CEC","Ca/CEC","ALSH SCM","","%",NA,NA
"860",999,"15M1CaECEC","CATION_RATIO","15.16","Cation ratio - Ca/(Ca+Mg+K+Na+Al)","Ca/ECEC","ALSH SCM","","%",NA,NA
"861",999,"15M1KCEC","CATION_RATIO","15.16","Cation ratio - K/CEC","K/CEC","ALSH SCM","","%",NA,NA
"862",999,"15M1KECEC","CATION_RATIO","15.16","Cation ratio - K/(Ca+Mg+K+Na+Al)","K/ECEC","ALSH SCM","","%",NA,NA
"863",999,"15M1MgCEC","CATION_RATIO","15.16","Cation ratio - Mg/CEC","Mg/CEC","ALSH SCM","","%",NA,NA
"864",999,"15M1MgECEC","CATION_RATIO","15.16","Cation ratio - Mg/(Ca+Mg+K+Na+Al)","Mg/ECEC","ALSH SCM","","%",NA,NA
"865",999,"15M1NaCEC","CATION_RATIO","15.16","Cation ratio - Na/CEC","Na/CEC","ALSH SCM","","%",NA,NA
"866",999,"15M1NaECEC","CATION_RATIO","15.16","Cation ratio - Na/(Ca+Mg+K+Na+Al)","Na/ECEC","ALSH SCM","","%",NA,NA
"867",999,"19H1","CARBONATES","19.01","Carbonates  MIR-PLSR prediction","Carbonates","""Baldock et al. (2013) Soil Res. 51, 577-595.""","","mg/g",NA,NA
"868",498,"19H1_SCaRP","CARBONATES","19.01","Carbonates  MIR-PLSR prediction SCaRP calibration","Carbonates","""Baldock et al. (2013) Soil Res. 51, 577-595.""","","mg/g",NA,NA
"869",999,"4B4","PH","4.02","pH of 1:5 soil/0.01M calcium chloride extract - following Method 4A1 with stirring","pH Soil/CaCl2","ASLSH SCM","99.99","",NA,NA
"870",999,"4B5","PH","4.02","pH of 1:5 soil/0.01M CaCl2 MIR-PLSR prediction","pH Soil/CaCl2","ASLSH SCM","","",NA,NA
"871",498,"4B5_SCaRP","PH","4.02","pH of 1:5 soil/0.01M CaCl2 MIR-PLSR prediction SCaRP calibration","pH Soil/CaCl2","ASLSH SCM","","",NA,NA
"872",498,"6H2a_SCaRP","ORGANIC_CARBON","6.04","Particulate organic carbon by MIR-PLSR prediction SCaRP calibration","Particulate Org C","Baldock et al. (2013) Soil Res. 51, 577-595.","","mg/g",NA,NA
"873",498,"6H2b_SCaRP","ORGANIC_CARBON","6.04","Humic organic carbon by MIR-PLSR prediction SCaRP calibration","Humic Org C","Baldock et al. (2013) Soil Res. 51, 577-595.","","mg/g",NA,NA
"874",498,"6H2c_SCaRP","ORGANIC_CARBON","6.04","Resistant organic carbon by MIR-PLSR prediction SCaRP calibration","Resistant Org C","Baldock et al. (2013) Soil Res. 51, 577-595.","","mg/g",NA,NA
"875",999,"6H4","TOTAL_CARBON","6.1","Total carbon - organic +inorganic C MIR-PLSR prediction","Total carbon","Baldock et al. (2013) Soil Res. 51, 561-576.","","mg/g",NA,NA
"876",498,"6H4_SCaRP","TOTAL_CARBON","6.1","Total carbon - organic +inorganic C MIR-PLSR prediction SCaRP calibration","Total carbon","Baldock et al. (2013) Soil Res. 51, 561-576.","","mg/g",NA,NA
"877",498,"7A6b_SCaRP","NITROGEN","7.01","Total nitrogen - MIR reflectance spectroscopy SCaRP calibration","Total Nitrogen","Baldock et al. (2013) Soil Res. 51, 577-595.","","mg/g",NA,NA
"878",999,"7C2b_NH4","MIN_NITROGEN","7.03","Ammonia nitrogen with 2M KCl - automated colour, FIA","Ammonia nitrogen","ASLSH SCM","","mg/kg",NA,NA
"879",999,"7C2b_NO3","MIN_NITROGEN","7.03","Nitrate nitrogen with 2M KCl - automated colour, FIA","Nitrate nitrogen","ASLSH SCM","","mg/kg",NA,NA
